iteration,cutoff,effect,pvalue,matched_n
0,94.72559682475666,0.39071220978919846,0.8379942689333286,3297
1,82.15503693766475,1.902649878010371,0.3261385524534496,3263
2,92.84692910892026,0.20430611676172653,0.9148951416682733,3297
3,100.73651425234956,4.522220603670867,0.021298805966972634,3223
4,96.84949292445151,1.2237954478898445,0.5209181076327287,3287
5,88.44666431517581,0.6331665566464983,0.7390853599834745,3308
6,87.85707736378804,-0.11903982809005698,0.9502827065489411,3298
7,97.93207016919075,1.979648803804576,0.3015402494777798,3289
8,101.61065281911381,5.384987267931867,0.006624131208383342,3217
9,93.85859176067194,0.2894960640940354,0.8796122800388538,3297
10,79.51060561738528,2.444642312667024,0.27615681023289484,3047
11,84.52532838624971,-1.3859913857827868,0.4677889569393372,3296
12,98.99587213621166,3.0319763253293797,0.11524308012835514,3280
13,96.47750341038272,0.9742350099952295,0.6097084878003421,3290
14,95.48180985893504,0.4834563140610548,0.8003553571546338,3292
15,86.57939965194531,-0.7622520952712342,0.6894393244985249,3298
16,93.19377808568788,0.2894960640940354,0.8796122800388538,3297
17,86.94180386357577,-0.4485703057347694,0.8141426322123089,3302
18,88.13044863375798,0.17731377502364437,0.9259078536746909,3306
19,93.70570467119606,0.2894960640940354,0.8796122800388538,3297
20,92.53722265844132,0.8339083388209724,0.6648229036290848,3299
21,101.63562282130258,5.37586606185554,0.0067102983507839305,3217
22,80.37116047540295,3.6310842295391677,0.09964126611012251,3064
23,101.16672893450806,5.101048907714473,0.009784027269865448,3211
24,89.07863172886796,1.5514591486322389,0.4121834280852731,3310
25,90.74056469866215,2.6578536523407545,0.16501314845902115,3307
26,93.01877478168566,0.2894960640940354,0.8796122800388538,3297
27,88.28138451300346,0.5111066997061471,0.7882313262016172,3306
28,85.26005850668398,-1.3925701168867701,0.4657084576876266,3296
29,99.12839329919933,3.1849311418970694,0.09868603735178962,3278
30,90.93679874530093,3.5342127404547217,0.06568072351719387,3300
31,100.47012154429407,4.795762529804717,0.014505963631186737,3232
32,84.30796521546328,-1.454883886928712,0.44549047490348426,3298
33,98.38077561516114,2.1577098657174214,0.26140420561694444,3287
34,97.89670343453383,1.9527371543808103,0.30806694674433743,3289
35,89.18616612158489,1.450647731881264,0.44315973692560784,3312
36,101.06868883568663,4.9094731424853535,0.012944649655282246,3211
37,96.72347110564135,1.2237954478898445,0.5209181076327287,3287
38,89.54805280988285,2.4268906615122843,0.20039038885707783,3310
39,102.92048852582099,4.837202176216536,0.019661798387160305,3135
40,86.75506112613428,-0.726014735446767,0.7035989496075279,3298
41,96.61922320566615,0.9532949995613702,0.617719854240768,3287
42,80.29834523464572,3.3863845692561965,0.12642247434391413,3063
43,93.85145766865838,0.2894960640940354,0.8796122800388538,3297
44,92.79058881223762,0.25654905134295763,0.8931869589680809,3297
45,84.14075510775858,-1.454883886928712,0.44549047490348426,3298
46,92.90973008443784,0.2894960640940354,0.8796122800388538,3297
47,88.08200385181443,0.10876593668805867,0.9545480000968041,3304
48,85.96411166333034,-1.0446989928870005,0.5840802616331764,3300
49,93.50504721245997,0.2894960640940354,0.8796122800388538,3297
50,102.63220806873998,4.512820724322947,0.02786482632396328,3150
51,84.93394357704149,-1.3925701168867701,0.4657084576876266,3296
52,92.0953028596957,2.3529392397417768,0.221388481948801,3305
53,96.54971301598852,0.9532949995613702,0.617719854240768,3287
54,95.24704232305388,0.41187033040148346,0.8293714477933025,3297
55,101.63946916922902,5.37586606185554,0.0067102983507839305,3217
56,91.25464932242195,4.04415767945494,0.034924205348863945,3293
57,99.0606418009114,3.1175173023683174,0.10550027968451854,3280
58,101.63654954428404,5.37586606185554,0.0067102983507839305,3217
59,83.04314570465442,-1.4845025226286763,0.4363182282841641,3298
60,86.66652258404751,-0.8002440164014406,0.6748137949830679,3298
61,99.14567055732856,3.1849311418970694,0.09868603735178962,3278
62,94.39091117489242,0.39071220978919846,0.8379942689333286,3297
63,102.5590599764843,4.844610669277988,0.01811687350209228,3150
64,94.63629284503814,0.39071220978919846,0.8379942689333286,3297
65,99.55926011879849,3.692881705314105,0.05598252263429559,3257
66,92.14954341089187,2.2001617664275446,0.25290149707738085,3305
67,101.3271181466056,5.4279554380418675,0.006020511243827116,3219
68,82.89294007419237,-1.4845025226286763,0.4363182282841641,3298
69,82.01013002621279,3.461741581435933,0.07762764496447447,3253
70,80.92137802128323,4.5219126024497545,0.034877943790286796,3115
71,96.51932092543672,0.9742350099952295,0.6097084878003421,3290
72,95.9130145499154,0.6020193106728282,0.7529791218259787,3292
73,83.33688986205381,-1.4845025226286763,0.4363182282841641,3298
74,100.01055510772936,4.064568339430227,0.03631941908839435,3242
75,101.33178898822005,5.433692350610634,0.006014485323251522,3219
76,101.93810733380951,5.393051782077494,0.006974710496220357,3210
77,99.50581412904464,3.491151494810689,0.07010677434440075,3258
78,94.26325527596202,0.302115511674138,0.8743457288124448,3297
79,98.8321447624035,2.764455308974872,0.15185068971516053,3291
80,95.4387437835508,0.4834563140610548,0.8003553571546338,3292
81,97.88058617726377,1.9527371543808103,0.30806694674433743,3289
82,99.45854225628689,3.468299658448943,0.07196367464060564,3258
83,79.3931205253998,1.88638019944892,0.4025030740270571,3047
84,80.7288915495393,3.3951497475394508,0.11619124714856853,3108
85,94.88885984534934,0.39071220978919846,0.8379942689333286,3297
86,88.36637399160102,0.6262317982628827,0.7417919320164428,3306
87,90.00288741585086,2.7696865441242493,0.1439543306479428,3322
88,94.58711513676981,0.39071220978919846,0.8379942689333286,3297
89,82.63048598734706,-0.896349557579553,0.639674057477049,3288
90,102.38686146281397,4.646469567265397,0.02241704703207989,3160
91,102.22837419189732,4.842368476482482,0.016832929366637626,3180
92,92.25609466296396,1.5915266344228587,0.40859572858189486,3303
93,82.27075634634582,1.2738618635700003,0.5112886910133854,3262
94,99.61118682608111,3.755763549651706,0.05220018458414218,3247
95,92.84668059563158,0.20430611676172653,0.9148951416682733,3297
96,89.13631930820678,1.4039926322593064,0.45802398771384545,3312
97,95.08915846746908,0.39071220978919846,0.8379942689333286,3297
98,96.7188479412982,1.2237954478898445,0.5209181076327287,3287
99,79.77550482925048,2.32844923297498,0.2983052424368,3054
