iteration,cutoff,effect,pvalue,matched_n
0,97.61250728406432,5.38861209703955,0.003475418962682185,2734
1,94.72559682475666,2.8346319467699517,0.11498815901180884,2834
2,82.15503693766475,5.793471032884426,0.0012732571095672835,2936
3,92.84692910892026,3.3206144073909853,0.06436568922198893,2850
4,100.73651425234956,6.123410326550032,0.001683093722233579,2382
5,96.84949292445151,4.300091506672203,0.017657125217077543,2792
6,88.44666431517581,4.471438693694068,0.009635928814547336,3240
7,87.85707736378804,3.85727692349682,0.02465818149941535,3230
8,97.93207016919075,7.304088417386453,5.5902377460015834e-05,2728
9,101.61065281911381,6.538104751220523,0.0011142270354354887,2268
10,93.85859176067194,4.0591307114392805,0.024987833170174827,2846
11,79.51060561738528,5.089714870948497,0.023784894943684243,1998
12,84.52532838624971,3.2869260001467575,0.060026011346573295,3114
13,98.99587213621166,8.223503579082745,1.0685767575446895e-05,2640
14,96.47750341038272,4.7438025080494555,0.008757916855548532,2812
15,95.48180985893504,3.772853882643375,0.03670113171114268,2848
16,86.57939965194531,3.827762916202127,0.02882751779286778,3154
17,93.19377808568788,4.0591307114392805,0.024987833170174827,2846
18,86.94180386357577,3.1680067375793044,0.06758104652990729,3212
19,88.13044863375798,2.4962615564963926,0.14841320146811515,3248
20,93.70570467119606,4.0591307114392805,0.024987833170174827,2846
21,92.53722265844132,4.588852679378826,0.01064511975767292,2890
22,101.63562282130258,9.387823977265464,4.694441846813368e-06,2262
23,80.37116047540295,5.369795650130678,0.01452413014775251,2112
24,101.16672893450806,6.189289369144298,0.0017387991799937756,2340
25,89.07863172886796,5.709650405087757,0.0007608463036312639,3304
26,90.74056469866215,7.16816959562621,2.6114253840276335e-05,3284
27,93.01877478168566,4.0591307114392805,0.024987833170174827,2846
28,88.28138451300346,3.2555534996561164,0.057090463273444816,3240
29,85.26005850668398,2.980186046606986,0.08978011956534605,3150
30,99.12839329919933,8.195825771483486,1.0096017024361688e-05,2618
31,90.93679874530093,9.085665492767703,6.265971943138867e-08,3252
32,100.47012154429407,7.540999588756462,0.00010884724312820893,2426
33,84.30796521546328,2.5648040192871364,0.1435449583713146,3126
34,98.38077561516114,6.071648305753698,0.0010557310901804576,2692
35,97.89670343453383,5.00480659360592,0.005904058163064067,2732
36,89.18616612158489,5.368212650139173,0.0013666369488184265,3318
37,101.06868883568663,9.394039019861696,1.7318966025133577e-06,2342
38,96.72347110564135,4.300091506672203,0.017657125217077543,2792
39,89.54805280988285,6.02150260929196,0.00046097048379170787,3246
40,102.92048852582099,7.991882296790266,0.00022020537536280476,1992
41,86.75506112613428,2.957410951156233,0.0875383242401245,3190
42,96.61922320566615,4.8733912111154964,0.007062767791664911,2814
43,80.29834523464572,6.368421407956022,0.0035483731965930358,2084
44,93.85145766865838,4.0591307114392805,0.024987833170174827,2846
45,92.79058881223762,3.8815426976592846,0.03132133950110688,2856
46,84.14075510775858,2.5648040192871364,0.1435449583713146,3126
47,92.90973008443784,4.0591307114392805,0.024987833170174827,2846
48,88.08200385181443,3.4489594371821113,0.04283082577254351,3276
49,85.96411166333034,3.5088016209845136,0.04468371905947679,3144
50,93.50504721245997,4.0591307114392805,0.024987833170174827,2846
51,102.63220806873998,8.608580280049114,4.648864363835701e-05,2056
52,84.93394357704149,2.980186046606986,0.08978011956534605,3150
53,92.0953028596957,8.614424954433701,1.3135083303283993e-06,2984
54,96.54971301598852,4.8733912111154964,0.007062767791664911,2814
55,95.24704232305388,3.7913104958080908,0.03647062106021557,2852
56,101.63946916922902,9.387823977265464,4.694441846813368e-06,2262
57,91.25464932242195,10.162194969925304,2.3551015853225324e-09,3238
