Bodyweight,Estimated_Peak_Dots,CI_Lower,CI_Upper,Valid_Iterations
70.5455950937951,377.9393181045523,373.0510754955954,382.3340035907596,100
71.24015915504249,377.43291137535516,372.6278901229716,381.72686333527406,100
71.93472321628988,376.9351084546581,372.27355000639756,381.1661348672442,100
72.62928727753727,376.4434668278658,371.9478628682454,380.7205234230427,100
73.32385133878466,375.95554398038286,371.6204899790173,380.2157875019212,100
74.01841540003207,375.4688974053059,371.29766603939123,379.66177081264397,100
74.71297946127946,374.9811602536404,371.0273715349575,379.1567794930551,100
75.40754352252685,374.4907715427539,370.75488908528644,378.82570188540586,100
76.10210758377426,373.99724493214796,370.38999211037265,378.4115331069257,100
76.79667164502165,373.50028358680225,369.93833034998323,377.9457658042615,100
77.49123570626904,372.99958789888456,369.37284921829985,377.465131061987,100
78.18579976751644,372.4948762950323,368.85346269572955,376.96607325895826,100
78.88036382876383,371.9860079641057,368.15339221497374,376.6330662038356,100
79.57492789001122,371.4730922574131,367.43128472382347,376.2819604179568,100
80.26949195125863,370.9563036950225,366.72987476663235,375.7169362408099,100
80.964056012506,370.4357933270011,366.04636875543537,375.217056093298,100
81.65862007375341,369.911710827918,365.4771032220797,374.7552781791324,100
82.3531841350008,369.3842058723425,364.9441532166796,374.28105826167877,100
83.0477481962482,368.85342813484493,364.41888189936117,373.78332567688744,100
83.7423122574956,368.31952728999414,363.9010362010527,373.262877710641,100
84.43687631874299,367.78265301236047,363.39036305268274,372.76868130222846,100
85.13144037999038,367.2429549765126,362.8300144271854,372.2563225714845,100
85.82600444123779,366.70058285702066,362.24601727691083,371.7199548629643,100
86.52056850248516,366.1556863284543,361.6705020119038,371.16060829536247,100
87.21513256373257,365.6084150653829,361.1028290484144,370.5793129873732,100
87.90969662497996,365.05891874237614,360.4796598297172,369.977099057691,100
88.60426068622735,364.5073470340035,359.854589048548,369.35499662501013,100
89.29882474747475,363.95384961483455,359.23240464508837,368.7365119382281,100
89.99338880872214,363.39857615943896,358.61237178929304,368.1941995901426,100
90.68795286996954,362.8416763423865,358.07049822492155,367.5631345213126,100
91.38251693121694,362.28329983824653,357.55309286541024,366.96520457381445,100
92.07708099246433,361.7235963215883,356.9570475541738,366.494540223297,100
92.77164505371172,361.1627154669822,356.24911204983346,366.04221571202135,100
93.46620911495913,360.60080694899705,355.4685772827107,365.61663109892163,100
94.1607731762065,360.0380204422027,354.6876945469794,365.2052747797623,100
94.85533723745391,359.474505621169,353.9193586425443,364.7928719089111,100
95.5499012987013,358.91041197316247,353.2140645281193,364.2583803018907,100
96.24446535994869,358.34588769390047,352.5940823912507,363.9050007308973,100
96.9390294211961,357.7810753035369,351.9873960110129,363.55164475940785,100
97.63359348244349,357.2160690243647,351.36617490582154,363.13731462561077,100
98.32815754369088,356.6509211200241,350.6473737461946,362.7229752978449,100
99.02272160493828,356.0856695617604,349.9290743410359,362.28964920426307,100
99.71728566618566,355.5203375627698,349.2112167828175,361.8416297354593,100
100.41184972743307,354.95494381196426,348.493741164011,361.45935985541195,100
101.10641378868046,354.3895071683075,347.77658757708866,361.0683626023663,100
101.80097784992785,353.82404649055223,347.0596961145223,360.6549979552266,100
102.49554191117525,353.2585797048583,346.3430068687838,360.24163330808676,100
103.19010597242264,352.6931193898718,345.62645993234514,359.828268660947,100
103.88467003367003,352.12767256214676,344.90999541030715,359.471783234824,100
104.57923409491744,351.56223972313944,344.19355820757164,359.1486737650343,100
105.27379815616483,350.99681434361037,343.4609912133605,358.8262203469109,100
105.96836221741222,350.43139110216083,342.67194301635413,358.50376692878757,100
106.66292627865963,349.86596797517484,341.969078372879,358.18131351066415,100
107.357490339907,349.30054484818896,341.210933808165,357.85886009254074,100
108.05205440115441,348.735121721203,340.37616288070313,357.5364066744173,100
108.7466184624018,348.1696985942172,339.5256122886764,357.21395325629396,100
109.44118252364919,347.60427546723133,338.5915132448646,356.89149983817055,100
110.1357465848966,347.03885234024557,337.6574142010527,356.56904642004724,100
110.83031064614399,346.47342921325946,336.7233151572409,356.2465930019238,100
111.52487470739138,345.90800608627364,335.790201993364,355.9241395838004,100
112.21943876863878,345.342582959288,334.89423692957917,355.616263499184,100
112.91400282988617,344.7771598323021,333.9982718657945,355.34621340500894,100
113.60856689113356,344.211736705316,333.1023068020097,355.07616331083386,100
114.30313095238095,343.64631357833025,332.206341738225,354.80611321665873,100
