Name,WeightClass_Bin,Avg_Bodyweight,Start_Age,Career_Start_Age,Career_Start_Year_Normalized,Prior_Competition_Count,Career_WeightClass_Change_Count,IPFCategory,Continent,Initial_Speed,Maturation_Slope,Peak_Dots,Days_to_Peak,Peak_Age,Split_Day,Is_Origin_Included,Initial_Phase_Change_Count,Peak_Phase_Change_Count,Continent_Group,IPFCategory_Non-IPF,Continent_Asia_Oceania,Continent_Europe_Africa,Continent_Other
Abbey Moon,52-57,55.47428571428572,71.0,71.0,20.0,0.0,1.0,IPF,North America,9.668902671556609,,241.95,0.0,71.0,600.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Abbey Stronell,63-69,66.70625,19.5,19.5,26.0,0.0,1.0,IPF,Oceania,56.606112187355265,17.74064863947493,434.4446505255212,660.0,21.30821917808219,270.0,False,0,0,Asia_Oceania,0.0,1.0,0.0,0.0
Abby Hall,57-63,62.443636363636365,20.0,20.0,19.0,0.0,1.0,IPF,North America,30.493853277114816,13.78947468387291,418.8326329891768,1500.0,24.10958904109589,690.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Abi Graham,57-63,62.07741935483871,33.0,33.0,15.0,0.0,1.0,IPF,Europe,31.404597163199416,16.71606818898316,444.4488410136769,2730.0,40.47945205479452,750.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Abigail Velten,69-76,70.97333333333333,20.5,18.5,26.0,5.0,1.0,IPF,North America,32.09708469502243,,328.66,476.0,21.804109589041097,896.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Adele Fothersgill,76-84,80.86666666666666,44.0,43.0,20.0,2.0,1.0,IPF,Europe,49.65078774912883,21.13100731238944,292.9982196608639,626.0,45.71506849315068,446.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Adina Hyková,57-63,60.916666666666664,74.5,74.5,22.0,0.0,0.0,IPF,Europe,22.86415859635775,,267.4989777447803,150.0,74.91095890410959,120.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Adriana Holubová,57-63,61.712500000000006,19.5,19.5,25.0,0.0,2.0,IPF,Europe,28.13046024936529,18.649723655096,372.9078938108322,660.0,21.30821917808219,120.0,True,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Adriana Pence,40-52,51.23181818181818,43.0,43.0,23.0,0.0,1.0,IPF,North America,27.3623541693213,4.775058363037356,444.20075959929125,2100.0,48.75342465753425,960.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Adriane Schwab,63-69,67.70714285714287,52.5,52.5,27.0,0.0,0.0,IPF,South America,92.70198286022291,60.360724221774774,286.4201891012381,570.0,54.06164383561644,420.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Agata Kaliciak,84-100,90.60799999999999,21.5,21.5,23.0,0.0,0.0,IPF,Europe,37.21285399079582,19.860411661528115,368.4550846905209,540.0,22.97945205479452,150.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Aikaterini Chorianopoulou,40-52,51.56857142857143,26.5,26.5,27.0,0.0,0.0,IPF,Oceania,86.71128770606416,22.34958005915733,483.74575198857264,720.0,28.472602739726028,360.0,False,0,0,Asia_Oceania,0.0,1.0,0.0,0.0
Aira Abarra,69-76,71.00166666666667,21.0,21.0,19.0,0.0,1.0,IPF,Oceania,39.87714217130868,16.09506339565057,405.11672331328816,1380.0,24.78082191780822,810.0,False,0,0,Asia_Oceania,0.0,1.0,0.0,0.0
Aistė Motiečė,57-63,61.65333333333333,21.5,21.5,22.0,0.0,2.0,IPF,Other/Unknown,56.941232638889154,23.434800124410327,331.41796295067104,270.0,22.23972602739726,120.0,False,0,0,Other,0.0,0.0,0.0,1.0
Ajanta Hilton,69-76,72.76153846153845,39.0,39.0,22.0,0.0,0.0,IPF,Europe,25.728083041904206,9.173483992107531,370.51817006703516,1440.0,42.945205479452056,1260.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Akane Isoda,52-57,53.071666666666665,42.5,42.5,17.0,0.0,1.0,IPF,Asia,6.389217279536645,13.29731731748649,338.8852158984016,810.0,44.71917808219178,270.0,False,0,0,Asia_Oceania,0.0,1.0,0.0,0.0
Al Mansell-Rowe,57-63,61.48333333333334,20.5,20.5,23.0,0.0,2.0,IPF,Europe,70.31065312724117,29.806660428988938,399.6073935072072,1110.0,23.541095890410958,330.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Alana McGolrick,52-57,55.44277777777778,44.5,44.5,21.0,0.0,0.0,IPF,North America,33.080005834150505,16.881184282176566,391.44776116046665,1860.0,49.5958904109589,450.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alba Jurado,63-69,65.34,27.5,27.5,25.0,0.0,2.0,IPF,Other/Unknown,66.25889665068743,49.058546447049274,397.8313841036064,600.0,29.143835616438356,240.0,False,0,1,Other,0.0,0.0,0.0,1.0
Alba Ordóñez Rodríguez,52-57,56.25,24.0,24.0,26.0,0.0,1.0,IPF,Europe,57.31330295685681,,435.93516155509656,600.0,25.643835616438356,570.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Alba Sousa Perez,40-52,50.93,23.5,23.5,26.0,0.0,0.0,IPF,Europe,60.277986937198555,27.9042439235342,437.83664004114223,900.0,25.965753424657535,450.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Albina Galimova,52-57,55.973749999999995,24.5,24.5,19.0,0.0,1.0,IPF,Europe,19.544938700327414,5.637492496045263,399.13780922273406,2490.0,31.321917808219176,1110.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Alejandra Cianca Peñate,76-84,79.95666666666666,23.5,23.5,25.0,0.0,0.0,IPF,Europe,26.5884516773766,12.102664004557768,400.7540513570633,1170.0,26.705479452054796,1050.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Aleksandra Churkina,40-52,48.426249999999996,20.5,20.5,17.0,0.0,1.0,IPF,Europe,36.19372779109589,11.90496582491012,368.3254308408824,840.0,22.801369863013697,180.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Aleksandra Osina,57-63,62.07625,27.5,27.5,18.0,1.0,1.0,IPF,Europe,74.99587530799617,18.55573043168906,451.8873191484406,901.0,29.96849315068493,571.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Aleksandra Stjepanović,40-52,50.78888888888889,38.4,38.4,27.0,0.0,0.0,IPF,Other/Unknown,32.68818042725458,20.54063072102578,340.75001014691327,690.0,40.29041095890411,120.0,False,0,0,Other,0.0,0.0,0.0,1.0
Alena Mults,69-76,71.31666666666666,21.1,19.6,19.0,2.0,1.0,IPF,Europe,21.924007592775897,7.808721215900274,384.7665521089731,1624.0,25.54931506849315,784.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Alessia Leugio,52-57,55.71,28.0,28.0,22.0,0.0,0.0,IPF,Europe,43.60195059693115,17.524947126109893,467.07581963571386,1140.0,31.123287671232877,180.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Aletta Rozsnyai-Kovács,57-63,62.17666666666667,19.0,19.0,22.0,0.0,2.0,IPF,Europe,59.210128233711764,22.796503191743213,486.4479013438776,1380.0,22.78082191780822,600.0,False,1,1,Europe_Africa,0.0,0.0,1.0,0.0
Alexa Acevedo,63-69,67.16833333333334,28.0,28.0,27.0,0.0,0.0,IPF,North America,45.55078941459843,20.06493339873866,365.24153317503556,690.0,29.89041095890411,570.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alexandra Kapka,69-76,72.67666666666666,33.0,33.0,20.0,0.0,0.0,IPF,Other/Unknown,17.661587456843094,4.903849335148371,364.3403546698539,3060.0,41.38356164383562,630.0,False,0,0,Other,0.0,0.0,0.0,1.0
Alexia Dykmans,52-57,55.826666666666675,33.0,33.0,26.0,0.0,1.0,IPF,Europe,52.262691487361224,25.75574928501217,333.50079677928045,360.0,33.986301369863014,210.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Alexis Feinberg,57-63,59.028571428571425,29.5,29.5,22.0,0.0,0.0,IPF,North America,11.340089113855832,,330.5909889337499,690.0,31.39041095890411,600.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alexis Goldstein,76-84,82.69444444444446,36.0,36.0,21.0,0.0,1.0,IPF,North America,13.637784446736978,7.995217181035325,472.1446670362567,2760.0,43.56164383561644,420.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alexis Seaman,76-84,82.70625,19.5,19.5,28.0,0.0,0.0,IPF,North America,113.6771248537378,34.16930081884238,479.5923923308633,540.0,20.97945205479452,90.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alexis Simbajon,57-63,60.06999999999999,23.5,22.5,26.0,3.0,1.0,IPF,North America,5.77773947105004,,376.98210397054225,876.0,25.9,846.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Ali Cosner,84-100,93.67333333333335,47.0,47.0,22.0,0.0,2.0,IPF,Oceania,46.81483827497139,17.67030176664606,368.42770267508996,1650.0,51.52054794520548,390.0,False,0,0,Asia_Oceania,0.0,1.0,0.0,0.0
Ali Gascoine,40-52,50.53153846153847,48.0,48.0,16.0,0.0,0.0,IPF,Oceania,35.78821862398912,13.064035621601457,384.20099107675384,1200.0,51.28767123287671,300.0,False,0,0,Asia_Oceania,0.0,1.0,0.0,0.0
Alice Francis-Freeman,69-76,72.53466666666667,18.0,16.0,20.0,5.0,0.0,IPF,Other/Unknown,14.201347081930232,17.036796144388983,494.739157478874,2558.0,25.008219178082193,818.0,False,0,0,Other,0.0,0.0,0.0,1.0
Alice Hogg,52-57,56.045,20.5,19.5,18.0,4.0,1.0,IPF,Other/Unknown,50.24669616066984,25.2366752338992,388.1477201611651,814.0,22.73013698630137,694.0,False,0,0,Other,0.0,0.0,0.0,1.0
Alice Lane,52-57,56.207142857142856,21.0,21.0,27.0,0.0,0.0,IPF,Europe,156.4151346006825,,387.29595442356634,510.0,22.397260273972602,450.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Alice Lee,69-76,70.93428571428572,19.0,19.0,20.0,0.0,1.0,IPF,North America,23.80957237721074,3.3361353487057137,421.5202070490496,3150.0,27.63013698630137,1230.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alicia Henry,100-120,113.31833333333333,26.5,26.5,25.0,0.0,0.0,IPF,North America,58.78105136372708,34.63675059025619,418.6174131268249,960.0,29.13013698630137,450.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alicia Price,63-69,67.50714285714285,51.5,51.0,25.0,2.0,1.0,IPF,Oceania,34.61947964990387,11.527425989672542,376.26997472155614,1283.0,55.015068493150686,593.0,False,0,0,Asia_Oceania,0.0,1.0,0.0,0.0
Alicia Saleh,57-63,61.48714285714285,22.0,21.0,19.0,3.0,1.0,IPF,North America,43.0320331496638,12.946458885794554,398.0535348613747,994.0,24.723287671232878,784.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alicia Webb,84-100,91.62533333333333,41.0,41.0,16.0,0.0,1.0,IPF,North America,23.430972528170877,7.899942455085802,463.9637410452224,3840.0,51.52054794520548,3450.0,False,1,1,Americas,0.0,0.0,0.0,0.0
Alina Egorova,57-63,61.69166666666667,22.5,22.5,17.0,0.0,0.0,IPF,Europe,59.62862469601055,21.41362314748601,407.63228729090565,990.0,25.21232876712329,480.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Alisa Zhilkina,40-52,46.427857142857135,19.5,19.5,19.0,0.0,0.0,IPF,Europe,48.21184195796488,11.5071301049879,419.4252435521848,2190.0,25.5,510.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Alison David,84-100,93.5375,19.5,17.5,24.0,5.0,1.0,IPF,North America,13.293207180936474,12.798099163527674,415.28873656711414,1742.0,24.272602739726025,1232.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alison Phillips,40-52,45.01999999999999,18.0,16.5,25.0,3.0,0.0,IPF,North America,23.44246336722503,,208.06,434.0,19.18904109589041,614.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alison Squiller,100-120,107.62899999999999,22.5,22.5,18.0,0.0,1.0,IPF,North America,19.418980636568296,12.305157884929455,329.55404522285176,1590.0,26.856164383561644,750.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alix Lhoir,63-69,67.54714285714284,19.0,19.0,27.0,0.0,0.0,IPF,Europe,80.47197979390317,34.476931263601045,463.22160154879356,630.0,20.726027397260275,270.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Allison Cross,40-52,50.82285714285714,27.0,27.0,19.0,0.0,0.0,IPF,North America,24.861302605024566,6.290954554185625,378.4738007367838,1170.0,30.205479452054796,300.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Allison Freeman,57-63,60.044999999999995,33.0,33.0,25.0,0.0,2.0,Non-IPF,North America,75.46448352518087,33.3293581374519,296.8582040963773,480.0,34.31506849315068,120.0,False,0,1,Americas,1.0,0.0,0.0,0.0
Allison Geisler,84-100,95.98500000000001,27.5,27.5,25.0,0.0,0.0,IPF,North America,30.894582773089965,13.394501104690132,386.2958355790638,660.0,29.30821917808219,480.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Allison Hadden,57-63,59.36666666666667,28.5,28.5,27.0,0.0,0.0,IPF,North America,85.59766884531595,41.08474662727141,364.98333196831294,660.0,30.30821917808219,150.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Allison Krawiec,76-84,80.83125,31.5,31.5,27.0,0.0,1.0,IPF,North America,47.85954626979427,21.59152886945631,333.6483249332208,660.0,33.30821917808219,300.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Allison Mandell,57-63,61.30692307692308,22.5,22.5,20.0,1.0,1.0,IPF,North America,5.063527004539803,5.89221317393,434.9450191214324,2501.0,29.352054794520548,251.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Allison Terranova,57-63,60.6,33.5,33.5,22.0,0.0,0.0,IPF,North America,28.91773350992993,7.616267159461656,359.89407524195695,2100.0,39.25342465753425,270.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Allison Weinberg,52-57,56.02125,22.5,22.5,21.0,0.0,1.0,IPF,North America,44.477090919967296,17.75475559472993,512.4540376343165,1800.0,27.43150684931507,750.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Allyson Amerling,63-69,66.6925,30.5,30.5,2.0,0.0,0.0,Non-IPF,North America,12.454413985975766,6.318354564709556,411.59468747653636,2040.0,36.08904109589041,450.0,False,0,0,Americas,1.0,0.0,0.0,0.0
Alma Kimura,69-76,70.31357142857142,59.0,59.0,18.0,0.0,2.0,IPF,North America,14.682896196241082,4.771332873562349,321.50817483400306,1500.0,63.10958904109589,630.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alora Mouyard,57-63,62.24285714285714,19.5,18.5,21.0,1.0,1.0,IPF,North America,34.54572916666655,8.513133091866761,343.8794562142249,1119.0,22.565753424657533,159.0,True,0,0,Americas,0.0,0.0,0.0,0.0
Alyona Malova,40-52,51.70333333333334,20.5,20.5,18.0,0.0,0.0,IPF,Europe,27.02911406094994,8.564888495098971,377.2346498153169,1020.0,23.294520547945204,390.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Alyson Egan,76-84,81.03125,39.0,39.0,26.0,0.0,1.0,IPF,Other/Unknown,60.16861582650283,24.92417248674284,322.96757218377576,990.0,41.71232876712329,300.0,False,0,0,Other,0.0,0.0,0.0,1.0
Alyson Fennell-Burge,100-120,109.24166666666666,40.5,40.5,21.0,0.0,0.0,IPF,Oceania,31.95619692238319,23.330715053654963,249.61167599346595,510.0,41.897260273972606,210.0,False,0,0,Asia_Oceania,0.0,1.0,0.0,0.0
Alyssa Gildea,63-69,66.32,35.5,35.5,25.0,0.0,0.0,IPF,North America,50.604384496277625,23.510959512232812,433.0812408632885,690.0,37.39041095890411,270.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alyssa Haveson,52-57,55.84533333333334,24.5,24.5,17.0,2.0,1.0,IPF,North America,44.91834146478815,12.242067353444815,409.1426458100192,1136.0,27.612328767123287,536.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alyssa Higby,84-100,92.00857142857144,29.5,29.5,25.0,0.0,0.0,IPF,North America,40.57392337642186,9.847762784791309,413.0916991745591,990.0,32.21232876712329,420.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Alžběta Michlová,63-69,67.8325,23.0,22.0,24.0,2.0,1.0,IPF,Europe,38.9566437538458,3.0320713314748096,365.2500826144719,1421.0,26.893150684931506,491.0,True,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Amanda Andrews,76-84,81.0375,38.0,37.0,25.0,1.0,1.0,Non-IPF,North America,46.97760962676595,23.17289698197614,392.7528396377709,1114.0,41.05205479452055,604.0,False,0,0,Americas,1.0,0.0,0.0,0.0
Amanda Berggren,69-76,71.92142857142859,30.5,30.5,23.0,0.0,0.0,IPF,North America,113.65569193015375,33.869936260747195,421.27262245089844,600.0,32.14383561643836,210.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Amanda Clark #1,63-69,68.71833333333332,32.5,32.5,25.0,0.0,1.0,IPF,Oceania,49.1528299262549,19.366809439081315,383.561969779539,750.0,34.554794520547944,360.0,False,0,0,Asia_Oceania,0.0,1.0,0.0,0.0
Amanda Goodman,100-120,107.5375,38.5,38.5,22.0,0.0,0.0,IPF,North America,12.93809611275491,5.251294213978954,325.83357230673005,1410.0,42.363013698630134,210.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Amanda Heath,57-63,60.71857142857143,20.5,20.5,23.0,0.0,1.0,IPF,North America,39.15207022401739,15.460104424483967,425.18982257900836,1260.0,23.95205479452055,810.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Amanda LaCass,63-69,66.765,33.5,29.5,22.0,6.0,3.0,IPF,North America,38.586359062836,9.62452530463214,474.9576430785426,2339.0,39.90821917808219,1889.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Amanda Lairmore,40-52,49.08571428571429,21.0,21.0,24.0,0.0,0.0,Non-IPF,North America,80.04619836867882,30.131816485271845,456.0745411127219,840.0,23.301369863013697,180.0,False,0,0,Americas,1.0,0.0,0.0,0.0
Amanda Lawrence #1,76-84,83.11363636363636,19.0,19.0,20.0,0.0,1.0,IPF,North America,67.31437354122309,13.494676984172914,592.3199382556342,3150.0,27.63013698630137,1080.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Amanda McBride,100-120,114.61666666666667,41.0,41.0,22.0,0.0,0.0,Non-IPF,Other/Unknown,28.50519939621668,7.730283320389315,290.1314038006606,570.0,42.56164383561644,120.0,False,0,0,Other,1.0,0.0,0.0,1.0
Amanda McGovern,84-100,88.39999999999999,42.0,42.0,23.0,0.0,1.0,IPF,Europe,33.59188238456839,9.171655045839083,313.98422148792986,660.0,43.80821917808219,390.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Amanda Monaghan,40-52,46.75714285714285,22.0,22.0,21.0,0.0,0.0,Non-IPF,Other/Unknown,49.53128628946618,20.879909247818293,378.2437605560914,780.0,24.136986301369863,510.0,False,0,0,Other,1.0,0.0,0.0,1.0
Amanda Planas Domínguez,63-69,67.7,36.5,36.5,18.0,0.0,1.0,IPF,Europe,28.850208822694874,5.557203015174149,428.21530621420885,3420.0,45.869863013698634,510.0,False,1,1,Europe_Africa,0.0,0.0,1.0,0.0
Amanda Stilwell,76-84,82.90444444444444,33.0,33.0,25.0,0.0,0.0,IPF,Oceania,52.36026842459994,20.432002734156594,393.6032373091623,1380.0,36.78082191780822,540.0,False,0,0,Asia_Oceania,0.0,1.0,0.0,0.0
Amanda Wallström,69-76,72.15833333333333,23.0,23.0,23.0,0.0,2.0,IPF,Europe,31.98561146000726,9.335532604216274,402.4804428047634,1110.0,26.041095890410958,600.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Amber Gibson,40-52,50.582499999999996,21.5,21.5,22.0,0.0,0.0,IPF,North America,37.788281792358745,27.27026080108967,428.99030728115036,870.0,23.883561643835616,240.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Amber Hinchelwood,52-57,56.60833333333333,42.6,42.6,25.0,0.0,1.0,IPF,Europe,36.29045869924814,12.25012665470246,289.17429937353035,840.0,44.9013698630137,720.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Amber Russell,76-84,83.20625000000001,24.5,24.5,22.0,0.0,1.0,IPF,Oceania,55.84315167024237,21.617248029516976,415.6986375393918,1170.0,27.705479452054796,600.0,False,0,0,Asia_Oceania,0.0,1.0,0.0,0.0
Amelia Mauritzon,69-76,71.61833333333333,21.5,21.5,21.0,0.0,0.0,IPF,Europe,36.42736427905548,,488.1302340787463,480.0,22.815068493150683,450.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Amelia Maycock,76-84,79.16250000000001,22.0,15.0,20.0,10.0,2.0,Non-IPF,Europe,46.301922670088665,21.33732190354954,402.21247741475327,3102.0,30.4986301369863,2832.0,False,0,0,Europe_Africa,1.0,0.0,1.0,0.0
Amie Limbrick,57-63,62.035000000000004,19.0,19.0,18.0,0.0,0.0,IPF,Oceania,83.40027279368779,17.999103106756753,394.7711059577898,1350.0,22.698630136986303,720.0,False,0,0,Asia_Oceania,0.0,1.0,0.0,0.0
Amila Dissanayake,40-52,51.09285714285715,30.0,30.0,22.0,0.0,0.0,IPF,Europe,38.96159950932202,13.152592004533837,374.04008782257415,1680.0,34.602739726027394,300.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Amira Isabel Blecua Malak,63-69,68.65333333333332,19.5,19.5,23.0,0.0,1.0,IPF,Europe,31.934346167628036,13.465651615553345,484.3237570592207,1200.0,22.78767123287671,960.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Amy Brantner,52-57,55.93833333333333,41.0,41.0,21.0,0.0,1.0,IPF,North America,44.07033462767296,12.680877203079737,335.8323592665819,960.0,43.630136986301366,450.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Amy Craig,57-63,61.75714285714286,18.8,18.8,23.0,0.0,1.0,IPF,Other/Unknown,67.49720058496301,37.159005368308186,413.74448624118406,1080.0,21.758904109589043,330.0,False,0,0,Other,0.0,0.0,0.0,1.0
Amy Helwig Dunlap,63-69,65.24285714285715,53.0,53.0,25.0,0.0,0.0,Non-IPF,North America,15.445515231056234,,244.5197588908787,810.0,55.21917808219178,750.0,False,0,0,Americas,1.0,0.0,0.0,0.0
Amy Leiper,69-76,75.14999999999999,26.0,26.0,26.0,0.0,0.0,IPF,Europe,41.1395678684316,11.800312342507082,442.750208441646,750.0,28.054794520547944,570.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Amy Mason,57-63,62.01149999999999,40.5,39.5,20.0,3.0,2.0,IPF,North America,29.00714835712653,9.305212193292247,423.23663341232384,2478.0,47.28904109589041,858.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Amy Nolan,57-63,61.87777777777777,31.0,31.0,19.0,0.0,1.0,IPF,Europe,41.256309705301824,9.463395452297835,352.1288367760313,1110.0,34.04109589041096,210.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Amy Thimmesh,76-84,81.02857142857142,38.5,38.5,21.0,0.0,0.0,IPF,North America,20.714154793233135,7.011425801873725,279.53544497039763,810.0,40.71917808219178,120.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Amy Zynda,76-84,79.11428571428571,40.5,40.5,22.0,0.0,1.0,IPF,North America,14.520029799187343,6.6248890402517935,266.46618060390387,2100.0,46.25342465753425,1980.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Amélie Picher-Plante,40-52,51.013333333333335,21.5,21.5,22.0,0.0,1.0,IPF,North America,67.20467428459689,22.769373647917643,515.6534383589377,2040.0,27.089041095890412,450.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Ana Almeida,40-52,51.114444444444445,35.5,35.5,21.0,0.0,0.0,IPF,South America,30.08965609135764,8.982853193546003,402.4194773669532,1080.0,38.45890410958904,270.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Ana Ayala,63-69,67.04285714285713,28.5,27.5,25.0,1.0,1.0,IPF,North America,44.852702911414795,23.581082195650232,483.0855468673536,1159.0,31.675342465753424,1009.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Ana Jakovljević,57-63,61.074999999999996,27.0,27.0,25.0,0.0,0.0,IPF,Other/Unknown,33.457288068095394,13.954374171446915,305.84386973622316,1260.0,30.45205479452055,300.0,False,0,0,Other,0.0,0.0,0.0,1.0
Ana Rosa Castellain,63-69,68.57166666666667,28.5,28.5,18.0,0.0,1.0,IPF,South America,19.565434607588507,8.127779115954247,530.1382654385699,1950.0,33.842465753424655,1770.0,False,1,1,Americas,0.0,0.0,0.0,0.0
Ana Zigler,40-52,46.96666666666667,24.0,24.0,15.0,0.0,0.0,IPF,North America,27.64118452096101,12.618413901525596,383.1105093601492,540.0,25.47945205479452,270.0,False,0,0,Americas,0.0,0.0,0.0,0.0
Ana de Joux,84-100,94.35714285714286,33.0,33.0,17.0,0.0,2.0,IPF,Oceania,28.709062759366322,14.059145924589869,380.71890044229707,1650.0,37.52054794520548,300.0,False,1,2,Asia_Oceania,0.0,1.0,0.0,0.0
Anastasia Corrias,40-52,51.33142857142857,24.5,23.5,23.0,1.0,1.0,IPF,Europe,35.31744648528335,13.250607165286599,395.27195836451983,1257.0,27.943835616438356,897.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Anastasia Hein,52-57,56.54200000000001,25.5,25.5,23.0,0.0,1.0,IPF,Europe,35.93747728666966,15.721041170471494,492.56951957880773,1830.0,30.513698630136986,1110.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Anastasia Njergeš Orčik,52-57,55.84166666666666,22.0,22.0,25.0,0.0,1.0,IPF,Other/Unknown,34.41786927602628,16.18513492502268,465.0829403214928,1260.0,25.45205479452055,1050.0,False,0,0,Other,0.0,0.0,0.0,1.0
Anastasiya Cherepanova,52-57,56.66666666666666,20.5,20.5,22.0,0.0,1.0,IPF,Europe,45.21723454103838,17.693532317175674,360.3033699937833,720.0,22.472602739726028,570.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Anastasiya Minaeva,76-84,82.85100000000001,18.5,15.5,18.0,4.0,1.0,IPF,Europe,24.181868177140757,21.13964229213631,421.1296691246866,1889.0,23.675342465753424,929.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Anastasiya Polivanova,40-52,45.196666666666665,22.0,22.0,19.0,0.0,0.0,IPF,Europe,39.97563760601317,,376.1687431580233,630.0,23.726027397260275,570.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Anastasiya Tadyukova,52-57,55.61857142857143,20.5,20.5,19.0,0.0,0.0,IPF,Europe,70.71663564583844,32.77835390023779,358.567802039679,690.0,22.39041095890411,540.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Andorina Bouchoux,63-69,68.72666666666666,18.5,17.5,24.0,1.0,1.0,IPF,Europe,59.87129306491934,19.64001232701201,549.9250613645335,1666.0,23.064383561643837,1006.0,False,0,0,Europe_Africa,0.0,0.0,1.0,0.0
Andrea Daley,76-84,80.97,52.5,52.5,24.0,0.0,1.0,Non-IPF,Oceania,37.04630693931648,15.63736731771678,288.89054586623604,1020.0,55.294520547945204,540.0,False,0,0,Asia_Oceania,1.0,1.0,0.0,0.0
Andrea Melito,63-69,65.69444444444444,25.0,25.0,20.0,0.0,0.0,Non-IPF,North America,68.02552398154371,31.397610675315278,389.29380178753655,1050.0,27.876712328767123,750.0,False,0,0,Americas,1.0,0.0,0.0,0.0
